codigo_serie;nivel_agregacion;perfil;Neg;Subneg;Familia;submodelo;clasificacion_serie;motivo;pos_12;zero_12;pos_rate_12;racha_zeros_final;periodo_eval_ini;periodo_eval_fin;periodo_panel_max
SN0723.G*-SEDA NEGRA TRENZ. SILIC. 6/0 1A DS15 45 CM BX*36;FAMILIA;IPU;4;1;SN0723.G*-SEDA NEGRA TRENZ. SILIC. 6/0 1A DS15 45 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SN0812.K*-SEDA NEGRA TRENZ. SILIC. 5/0 1A HR15 75 CM BX*36;FAMILIA;IPU;4;1;SN0812.K*-SEDA NEGRA TRENZ. SILIC. 5/0 1A HR15 75 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SN1015.K*-SEDA NEGRA TRENZ. SILIC. 3/0 1A HR25 75 CM BX*36;FAMILIA;OES;4;1;SN1015.K*-SEDA NEGRA TRENZ. SILIC. 3/0 1A HR25 75 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SN1115.K*-SEDA NEGRA TRENZ. SILIC. 2/0 1A HR25 75 CM BX*36;FAMILIA;IPU;4;1;SN1115.K*-SEDA NEGRA TRENZ. SILIC. 2/0 1A HR25 75 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SN1115.K*-SEDA NEGRA TRENZ. SILIC. 2/0 1A HR25 75 CM BX*36;FAMILIA;OES;4;1;SN1115.K*-SEDA NEGRA TRENZ. SILIC. 2/0 1A HR25 75 CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
SN1315.K*-SEDA NEGRA TRENZ. SILIC. 0 1A HR25 75CM BX*36;FAMILIA;DRO;4;1;SN1315.K*-SEDA NEGRA TRENZ. SILIC. 0 1A HR25 75CM BX*36;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SN1315.K*-SEDA NEGRA TRENZ. SILIC. 0 1A HR25 75CM BX*36;FAMILIA;IPU;4;1;SN1315.K*-SEDA NEGRA TRENZ. SILIC. 0 1A HR25 75CM BX*36;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SN1701'T5*-SEDA NEGRA TRENZ. SILIC. 4 S/A 180 CM BX*24;FAMILIA;DRO;4;1;SN1701'T5*-SEDA NEGRA TRENZ. SILIC.  4 S/A 180 CM BX*24;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SN1701'T5*-SEDA NEGRA TRENZ. SILIC. 4 S/A 180 CM BX*24;FAMILIA;IPU;4;1;SN1701'T5*-SEDA NEGRA TRENZ. SILIC.  4 S/A 180 CM BX*24;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SN1701'T5*-SEDA NEGRA TRENZ. SILIC. 4 S/A 180 CM BX*24;FAMILIA;OES;4;1;SN1701'T5*-SEDA NEGRA TRENZ. SILIC.  4 S/A 180 CM BX*24;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SOL DEXTROSA 5% X500ML 611AD;FAMILIA;COM;6;11;SOL DEXTROSA 5% X500ML 611AD;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SOL DEXTROSA 5% X500ML 611AD;FAMILIA;IPU;6;11;SOL DEXTROSA 5% X500ML 611AD;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG C/COLOR 225ML 10326 SOLUPREP;FAMILIA;DRO;4;8;SOL PREQUIRUR CHG C/COLOR 225ML 10326 SOLUPREP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG C/COLOR 225ML 10326 SOLUPREP;FAMILIA;IPR;4;8;SOL PREQUIRUR CHG C/COLOR 225ML 10326 SOLUPREP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG ESPONJA 50ML (X2) 10027 SOLUPREP;FAMILIA;DRO;4;8;SOL PREQUIRUR CHG ESPONJA 50ML (X2) 10027 SOLUPREP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG ESPONJA 50ML (X2) 10027 SOLUPREP;FAMILIA;IPU;4;8;SOL PREQUIRUR CHG ESPONJA 50ML (X2) 10027 SOLUPREP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG HISOPO 1.6ML 10203 SOLUPREP;FAMILIA;DRO;4;8;SOL PREQUIRUR CHG HISOPO 1.6ML 10203 SOLUPREP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG HISOPO 1.6ML 10203 SOLUPREP;FAMILIA;IPR;4;8;SOL PREQUIRUR CHG HISOPO 1.6ML 10203 SOLUPREP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SOL PREQUIRUR CHG HISOPO 1.6ML 10203 SOLUPREP;FAMILIA;IPU;4;8;SOL PREQUIRUR CHG HISOPO 1.6ML 10203 SOLUPREP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
SOL. DEXTROSA 10% X 500 ML;FAMILIA;IPR;6;11;SOL. DEXTROSA 10% X 500 ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SOL. DEXTROSA 10% X 500 ML;FAMILIA;IPU;6;11;SOL. DEXTROSA 10% X 500 ML;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SOL. DEXTROSA 10% X 500 ML S/C DOBLE BOLSA;FAMILIA;IPU;6;11;SOL. DEXTROSA 10% X 500 ML S/C DOBLE BOLSA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SOL. DEXTROSA 25% X 10 ML AMP;FAMILIA;IPR;6;11;SOL. DEXTROSA 25% X 10 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% EN FISIO X 500 S/C;FAMILIA;IPU;6;11;SOL. DEXTROSA 5% EN FISIO X 500 S/C;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% EN FISIO. X 500 DOBLE PICO S/C;FAMILIA;IPR;6;11;SOL. DEXTROSA 5% EN FISIO. X 500 DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 100 ML DOBLE PICO S/C;FAMILIA;DRO;6;11;SOL. DEXTROSA 5% X 100 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 1000 ML DOBLE PICO S/C;FAMILIA;IPR;6;11;SOL. DEXTROSA 5% X 1000 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 1000 ML DOBLE PICO S/C;FAMILIA;IPU;6;11;SOL. DEXTROSA 5% X 1000 ML DOBLE PICO S/C;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 250 ML DOBLE PICO S/C;FAMILIA;COM;6;11;SOL. DEXTROSA 5% X 250 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 250 ML DOBLE PICO S/C;FAMILIA;IPR;6;11;SOL. DEXTROSA 5% X 250 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 500 ML DOBLE PICO S/C;FAMILIA;COM;6;11;SOL. DEXTROSA 5% X 500 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 500 ML DOBLE PICO S/C;FAMILIA;DPM;6;11;SOL. DEXTROSA 5% X 500 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 500 ML DOBLE PICO S/C;FAMILIA;OSP;6;11;SOL. DEXTROSA 5% X 500 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SOL. DEXTROSA 5% X 500 ML S/C DOBLE BOLSA;FAMILIA;OES;6;11;SOL. DEXTROSA 5% X 500 ML S/C DOBLE BOLSA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SOL. DEXTROSA 50% X 500 ML S/C;FAMILIA;DRO;6;11;SOL. DEXTROSA 50% X 500 ML S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SOL. DEXTROSA 50% X 500 ML S/C;FAMILIA;OES;6;11;SOL. DEXTROSA 50% X 500 ML S/C;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% ESTERILIZADA X 100 ML GOTERO;FAMILIA;OSP;4;4;SOL. FISIOLOGICA 0.9% ESTERILIZADA X 100 ML GOTERO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% ESTERILIZADA X 100 ML GOTERO;FAMILIA;SAN;4;4;SOL. FISIOLOGICA 0.9% ESTERILIZADA X 100 ML GOTERO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 10 ML AMP PLAST;FAMILIA;OES;6;1;SOL. FISIOLOGICA 0.9% X 10 ML AMP PLAST;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 10 ML AMP VID;FAMILIA;IPU;6;1;SOL. FISIOLOGICA 0.9% X 10 ML AMP VID;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 100 ML DOBLE PICO S/C;FAMILIA;COM;6;11;SOL. FISIOLOGICA 0.9% X 100 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 100 ML DOBLE PICO S/C;FAMILIA;SAN;6;11;SOL. FISIOLOGICA 0.9% X 100 ML DOBLE PICO S/C;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 100 ML S/C DOBLE BOLSA;FAMILIA;IPR;6;11;SOL. FISIOLOGICA 0.9% X 100 ML S/C DOBLE BOLSA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 1000 ML DOBLE PICO S/C;FAMILIA;DPM;6;11;SOL. FISIOLOGICA 0.9% X 1000 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 1000 ML S/C DOBLE BOLSA;FAMILIA;COM;6;11;SOL. FISIOLOGICA 0.9% X 1000 ML S/C DOBLE BOLSA;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 1000 ML S/C DOBLE BOLSA;FAMILIA;IPU;6;11;SOL. FISIOLOGICA 0.9% X 1000 ML S/C DOBLE BOLSA;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 2000 ML SACHET;FAMILIA;IPU;6;11;SOL. FISIOLOGICA 0.9% X 2000 ML SACHET;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 2000 ML SEMIRRIGIDO;FAMILIA;OES;6;11;SOL. FISIOLOGICA 0.9% X 2000 ML SEMIRRIGIDO;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 250 ML DOBLE PICO S/C;FAMILIA;COM;6;11;SOL. FISIOLOGICA 0.9% X 250 ML DOBLE PICO S/C;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 5 ML AMP PLAST;FAMILIA;DRO;6;1;SOL. FISIOLOGICA 0.9% X 5 ML AMP PLAST;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 5 ML AMP VID;FAMILIA;DPM;6;1;SOL. FISIOLOGICA 0.9% X 5 ML AMP VID;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 5 ML AMP VID;FAMILIA;OES;6;1;SOL. FISIOLOGICA 0.9% X 5 ML AMP VID;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 5 ML AMP VID;FAMILIA;OSP;6;1;SOL. FISIOLOGICA 0.9% X 5 ML AMP VID;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 500 ML S/C DOBLE PICO;FAMILIA;COM;6;11;SOL. FISIOLOGICA 0.9% X 500 ML S/C DOBLE PICO;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SOL. FISIOLOGICA 0.9% X 500 ML S/C DOBLE PICO;FAMILIA;OSU;6;11;SOL. FISIOLOGICA 0.9% X 500 ML S/C DOBLE PICO;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SOL. MANITOL 15% X 250 ML S/C;FAMILIA;IPU;6;11;SOL. MANITOL 15% X 250 ML S/C;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SOL. RINGER LACTATO X 500 ML;FAMILIA;DRO;6;11;SOL. RINGER LACTATO X 500 ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SOL. RINGER LACTATO X 500 ML;FAMILIA;IPR;6;11;SOL. RINGER LACTATO X 500 ML;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
SOL. RINGER LACTATO X 500 ML;FAMILIA;IPU;6;11;SOL. RINGER LACTATO X 500 ML;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
SOLUCION DE GELATINA AL 4% X 500 ML;FAMILIA;IPU;6;11;SOLUCION DE GELATINA AL 4% X 500 ML;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SOLUCION DE GLICINA 1.5% X 2000 ML SACHET FLEXIBLE;FAMILIA;OES;6;11;SOLUCION DE GLICINA 1.5% X 2000 ML SACHET FLEXIBLE;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SOLUCION DE LUGOL 1000ML;FAMILIA;IPU;4;4;SOLUCION DE LUGOL 1000ML;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SOLUCION FISIOLOGICA GOTERO X 100 ML;FAMILIA;SAN;4;4;SOLUCION FISIOLOGICA GOTERO X 100 ML;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SOLUCION GLUCOSADA HIPERTONICA 25% X 10 ML AMP;FAMILIA;IPR;6;1;SOLUCION GLUCOSADA HIPERTONICA 25% X 10 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;racha_zeros_final > 1;10;2;0,833333;2;2025-01;2025-12;2025-12
SOLUCION GLUCOSADA HIPERTONICA 25% X 10 ML AMP;FAMILIA;OES;6;1;SOLUCION GLUCOSADA HIPERTONICA 25% X 10 ML AMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
SOLUCION GLUCOSADA HIPERTONICA 25% X 20 ML AMP;FAMILIA;DRO;6;1;SOLUCION GLUCOSADA HIPERTONICA 25% X 20 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SOLUCION GLUCOSADA HIPERTONICA 25% X 20 ML AMP;FAMILIA;IPR;6;1;SOLUCION GLUCOSADA HIPERTONICA 25% X 20 ML AMP;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SOLUCION GLUCOSADA HIPERTONICA 50% X 10 ML AMP;FAMILIA;OES;6;1;SOLUCION GLUCOSADA HIPERTONICA 50% X 10 ML AMP;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
"SOLUCION LIMP. DE HERIDAS PRONTOSAN ""WEST"" BOT.350ML";FAMILIA;IPR;4;7;"SOLUCION LIMP. DE HERIDAS PRONTOSAN ""WEST"" BOT.350ML";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;FAMILIA;DRO;6;11;SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;FAMILIA;IPR;6;11;SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;FAMILIA;IPU;6;11;SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;FAMILIA;OES;6;11;SOLUCION P/DIALISIS PERITONEAL C/DEXT 2%X 2000ML SACHET;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SOLUCION POLIELECTROLITICA ISOTONICA X 500 ML SACHET;FAMILIA;DRO;6;11;SOLUCION POLIELECTROLITICA ISOTONICA X 500 ML SACHET;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
SONDA BALON SENGST-BLAKMORE;FAMILIA;IPR;4;1;SONDA BALON SENGST-BLAKMORE;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA BALON SENGST-BLAKMORE;FAMILIA;IPU;4;1;SONDA BALON SENGST-BLAKMORE;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
SONDA BALON SENGST-BLAKMORE;FAMILIA;OES;4;1;SONDA BALON SENGST-BLAKMORE;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA CON BALON HEMATURICA N°20;FAMILIA;COM;4;1;SONDA CON BALON HEMATURICA N°20;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
SONDA DRENAJE TORAX T/K225;FAMILIA;DPM;4;1;SONDA DRENAJE TORAX T/K225;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SONDA DRENAJE TORAX T/K227 9.5MM;FAMILIA;DPM;4;1;SONDA DRENAJE TORAX T/K227 9.5MM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SONDA DRENAJE TORAX T/K227 9.5MM;FAMILIA;IPU;4;1;SONDA DRENAJE TORAX T/K227 9.5MM;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SONDA DRENAJE TORAX T/K227 9.5MM;FAMILIA;OES;4;1;SONDA DRENAJE TORAX T/K227 9.5MM;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N° 18;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS N° 18;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N° 22;FAMILIA;DRO;4;1;SONDA FOLEY 2 VIAS N° 22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N° 24;FAMILIA;DRO;4;1;SONDA FOLEY 2 VIAS N° 24;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N° 8;FAMILIA;DRO;4;5;SONDA FOLEY 2 VIAS N° 8;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°12;FAMILIA;OSP;4;5;SONDA FOLEY 2 VIAS N°12;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°14;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS N°14;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°16;FAMILIA;OSP;4;5;SONDA FOLEY 2 VIAS N°16;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°16;FAMILIA;PRO;4;5;SONDA FOLEY 2 VIAS N°16;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°20;FAMILIA;OSP;4;5;SONDA FOLEY 2 VIAS N°20;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°22;FAMILIA;COM;4;5;SONDA FOLEY 2 VIAS N°22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°22;FAMILIA;DPM;4;5;SONDA FOLEY 2 VIAS N°22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS N°24;FAMILIA;COM;4;5;SONDA FOLEY 2 VIAS N°24;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N° 16;FAMILIA;IPU;4;1;SONDA FOLEY 2 VIAS SILICONA N° 16;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N° 16;FAMILIA;OES;4;1;SONDA FOLEY 2 VIAS SILICONA N° 16;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N° 6;FAMILIA;OES;4;1;SONDA FOLEY 2 VIAS SILICONA N° 6;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°10;FAMILIA;OES;4;1;SONDA FOLEY 2 VIAS SILICONA N°10;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°14;FAMILIA;DRO;4;1;SONDA FOLEY 2 VIAS SILICONA N°14;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°14;FAMILIA;IPR;4;1;SONDA FOLEY 2 VIAS SILICONA N°14;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°14;FAMILIA;OES;4;1;SONDA FOLEY 2 VIAS SILICONA N°14;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°22;FAMILIA;IPU;4;1;SONDA FOLEY 2 VIAS SILICONA N°22;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
SONDA FOLEY 2 VIAS SILICONA N°22;FAMILIA;OSP;4;1;SONDA FOLEY 2 VIAS SILICONA N°22;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;5;2025-01;2025-12;2025-12
