codigo_serie;nivel_agregacion;perfil;Neg;Subneg;Familia;submodelo;clasificacion_serie;motivo;pos_12;zero_12;pos_rate_12;racha_zeros_final;periodo_eval_ini;periodo_eval_fin;periodo_panel_max
"AGUJA DESCARTABLE 13X3 30GX1/2""";FAMILIA;IPU;4;5;"AGUJA DESCARTABLE 13X3  30GX1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 13X3 30GX1/2"" (DISC)";FAMILIA;COM;4;1;"AGUJA DESCARTABLE 13X3  30GX1/2"" (DISC)";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 13X3 30GX1/2"" (DISC)";FAMILIA;IPU;4;1;"AGUJA DESCARTABLE 13X3  30GX1/2"" (DISC)";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 13X3 30GX1/2"" (DISC)";FAMILIA;OES;4;1;"AGUJA DESCARTABLE 13X3  30GX1/2"" (DISC)";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 13X4 27GX1/2""";FAMILIA;PRO;4;5;"AGUJA DESCARTABLE 13X4  27GX1/2""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 13X4 27GX1/2""(DISC)";FAMILIA;DRO;4;1;"AGUJA DESCARTABLE 13X4  27GX1/2""(DISC)";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 13X4 27GX1/2""(DISC)";FAMILIA;OES;4;1;"AGUJA DESCARTABLE 13X4  27GX1/2""(DISC)";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 15X5 25GX5/8""";FAMILIA;OES;4;1;"AGUJA DESCARTABLE 15X5 25GX5/8""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 16X5 25GX5/8""";FAMILIA;DPM;4;5;"AGUJA DESCARTABLE 16X5  25GX5/8""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 16X5 25GX5/8""";FAMILIA;OSP;4;5;"AGUJA DESCARTABLE 16X5  25GX5/8""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 16X5 25GX5/8""";FAMILIA;PRO;4;5;"AGUJA DESCARTABLE 16X5  25GX5/8""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 16X5 25GX5/8""(DISC)";FAMILIA;IPR;4;1;"AGUJA DESCARTABLE 16X5  25GX5/8""(DISC)";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 25/12 (18GX1);FAMILIA;DRO;4;1;AGUJA DESCARTABLE 25/12 (18GX1);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;3;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 25/12 (18GX1);FAMILIA;OES;4;1;AGUJA DESCARTABLE 25/12 (18GX1);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 25X12 (18G X1);FAMILIA;IPU;4;1;AGUJA DESCARTABLE 25X12 (18G X1);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X5 25GX1""";FAMILIA;DPM;4;1;"AGUJA DESCARTABLE 25X5  25GX1""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X5 25GX1""";FAMILIA;SAN;4;1;"AGUJA DESCARTABLE 25X5  25GX1""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 25X6 23GX1;FAMILIA;DRO;4;1;AGUJA DESCARTABLE 25X6  23GX1;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X8 21GX1""";FAMILIA;LAN;4;5;"AGUJA DESCARTABLE 25X8  21GX1""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X8 21GX1""";FAMILIA;OSU;4;5;"AGUJA DESCARTABLE 25X8  21GX1""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X8 21GX1""";FAMILIA;PRO;4;5;"AGUJA DESCARTABLE 25X8  21GX1""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X8 21GX1""(DISC)";FAMILIA;IPU;4;1;"AGUJA DESCARTABLE 25X8  21GX1""(DISC)";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X8 21GX1""(DISC)";FAMILIA;OES;4;1;"AGUJA DESCARTABLE 25X8  21GX1""(DISC)";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 25X8 21GX1""(DISC)";FAMILIA;SAN;4;1;"AGUJA DESCARTABLE 25X8  21GX1""(DISC)";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 30X12 18GX1.1/4""";FAMILIA;DRO;4;5;"AGUJA DESCARTABLE 30X12 18GX1.1/4""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 30X12 18GX1.1/4""";FAMILIA;IPU;4;5;"AGUJA DESCARTABLE 30X12 18GX1.1/4""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 30X12 18GX1.1/4"" (DISCONTINUO)";FAMILIA;OES;4;1;"AGUJA DESCARTABLE 30X12 18GX1.1/4"" (DISCONTINUO)";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X12 18GX1.1/2""";FAMILIA;COM;4;5;"AGUJA DESCARTABLE 40X12 18GX1.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X12 18GX1.1/2""";FAMILIA;DPM;4;5;"AGUJA DESCARTABLE 40X12 18GX1.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X12 18GX1.1/2""";FAMILIA;IPU;4;5;"AGUJA DESCARTABLE 40X12 18GX1.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X12 18GX1.1/2""(DISC)";FAMILIA;DRO;4;1;"AGUJA DESCARTABLE 40X12 18GX1.1/2""(DISC)";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 40X8 21G X1 1/2;FAMILIA;OSU;4;1;AGUJA DESCARTABLE 40X8 21G X1 1/2;SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X8 21GX1 1/2""";FAMILIA;DRO;4;1;"AGUJA DESCARTABLE 40X8 21GX1 1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X8 21GX1.1/2""";FAMILIA;DPM;4;5;"AGUJA DESCARTABLE 40X8  21GX1.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X8 21GX1.1/2""";FAMILIA;OSP;4;5;"AGUJA DESCARTABLE 40X8  21GX1.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X8 21GX1.1/2""";FAMILIA;OSU;4;5;"AGUJA DESCARTABLE 40X8  21GX1.1/2""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 40X8 21GX1.1/2""";FAMILIA;SAN;4;5;"AGUJA DESCARTABLE 40X8  21GX1.1/2""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 50X12 18GX2""";FAMILIA;OES;4;5;"AGUJA DESCARTABLE 50X12 18GX2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 50X8 21G X2;FAMILIA;OES;4;1;AGUJA DESCARTABLE 50X8 21G X2;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 50X8 21GX2""";FAMILIA;COM;4;5;"AGUJA DESCARTABLE 50X8  21GX2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;6;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 50X8 21GX2""";FAMILIA;DPM;4;5;"AGUJA DESCARTABLE 50X8  21GX2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 50X8 21GX2""";FAMILIA;IPU;4;5;"AGUJA DESCARTABLE 50X8  21GX2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA DESCARTABLE 50X8 21GX2""";FAMILIA;OES;4;5;"AGUJA DESCARTABLE 50X8  21GX2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 50X8 21GX2(DISC);FAMILIA;DRO;4;1;AGUJA DESCARTABLE 50X8  21GX2(DISC);SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 50X8 21GX2(DISC);FAMILIA;IPU;4;1;AGUJA DESCARTABLE 50X8  21GX2(DISC);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
AGUJA DESCARTABLE 50X8 21GX2(DISC);FAMILIA;OES;4;1;AGUJA DESCARTABLE 50X8  21GX2(DISC);SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;10;2025-01;2025-12;2025-12
AGUJA DESCARTABLE ULTRA-FINE 31GX5MM;FAMILIA;DRO;4;1;AGUJA DESCARTABLE ULTRA-FINE 31GX5MM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
AGUJA DESCARTABLE ULTRA-FINE 31GX5MM;FAMILIA;IPR;4;1;AGUJA DESCARTABLE ULTRA-FINE 31GX5MM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
AGUJA DESCARTABLE ULTRA-FINE 32GX4MM;FAMILIA;COM;4;1;AGUJA DESCARTABLE ULTRA-FINE 32GX4MM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;8;2025-01;2025-12;2025-12
AGUJA DESCARTABLE ULTRA-FINE 32GX4MM;FAMILIA;DRO;4;1;AGUJA DESCARTABLE ULTRA-FINE 32GX4MM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
AGUJA DESCARTABLE ULTRA-FINE 32GX4MM;FAMILIA;IPR;4;1;AGUJA DESCARTABLE ULTRA-FINE 32GX4MM;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
AGUJA EPIDURAL TUOHY 16G;FAMILIA;DRO;4;1;AGUJA EPIDURAL TUOHY 16G;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
AGUJA EPIDURAL TUOHY 16G;FAMILIA;OES;4;1;AGUJA EPIDURAL TUOHY 16G;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
"AGUJA EPIDURAL TUOHY 16GX3.1/2""";FAMILIA;DRO;4;5;"AGUJA EPIDURAL TUOHY  16GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
"AGUJA EPIDURAL TUOHY 16GX3.1/2""";FAMILIA;IPR;4;5;"AGUJA EPIDURAL TUOHY  16GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
"AGUJA EPIDURAL TUOHY 16GX3.1/2""";FAMILIA;OES;4;5;"AGUJA EPIDURAL TUOHY  16GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
AGUJA EPIDURAL TUOHY 18G;FAMILIA;DRO;4;1;AGUJA EPIDURAL TUOHY 18G;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;22;2025-01;2025-12;2025-12
AGUJA EPIDURAL TUOHY 18G;FAMILIA;OES;4;1;AGUJA EPIDURAL TUOHY 18G;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
"AGUJA EPIDURAL TUOHY 18GX3.1/2""";FAMILIA;OES;4;5;"AGUJA EPIDURAL TUOHY  18GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
AGUJA EPIDURAL TUOHY WEISS 17G;FAMILIA;OES;4;1;AGUJA EPIDURAL TUOHY WEISS 17G;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
AGUJA EPIDURAL TUOHY WEISS 18G;FAMILIA;IPU;4;1;AGUJA EPIDURAL TUOHY WEISS 18G;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;20;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 23GX5""";FAMILIA;COM;4;5;"AGUJA ESPINAL PTA LAPIZ C/INTR 23GX5""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 25GX3.1/2"" WHITACRE";FAMILIA;IPR;4;1;"AGUJA ESPINAL PTA LAPIZ C/INTR 25GX3.1/2"" WHITACRE";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 25GX3.1/2"" WHITACRE";FAMILIA;IPU;4;1;"AGUJA ESPINAL PTA LAPIZ C/INTR 25GX3.1/2"" WHITACRE";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 25GX5""";FAMILIA;IPR;4;5;"AGUJA ESPINAL PTA LAPIZ C/INTR 25GX5""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;0;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 26GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PTA LAPIZ C/INTR 26GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 27GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PTA LAPIZ C/INTR 27GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
"AGUJA ESPINAL PTA LAPIZ C/INTR 27GX3.1/2"" WHITACRE";FAMILIA;IPR;4;1;"AGUJA ESPINAL PTA LAPIZ C/INTR 27GX3.1/2"" WHITACRE";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 18GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 18GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 19GX3.1/2""";FAMILIA;DPM;4;5;"AGUJA ESPINAL PUNCION LUMBAR 19GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 19GX3.1/2""";FAMILIA;DRO;4;5;"AGUJA ESPINAL PUNCION LUMBAR 19GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 19GX3.1/2""";FAMILIA;OSU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 19GX3.1/2""";SM5_IPR_OTHERS;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 20GX3.1/2""";FAMILIA;IPR;4;5;"AGUJA ESPINAL PUNCION LUMBAR 20GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 20GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 20GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;14;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 21GX3.1/2""";FAMILIA;COM;4;5;"AGUJA ESPINAL PUNCION LUMBAR 21GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 22GX3.1/2""";FAMILIA;DRO;4;5;"AGUJA ESPINAL PUNCION LUMBAR 22GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;17;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 22GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 22GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;18;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 23GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 23GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;2;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 25GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 25GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 26GX3.1/2""";FAMILIA;IPR;4;5;"AGUJA ESPINAL PUNCION LUMBAR 26GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 26GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 26GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 27GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNCION LUMBAR 27GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNCION LUMBAR 27GX3.1/2""";FAMILIA;OES;4;5;"AGUJA ESPINAL PUNCION LUMBAR 27GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
AGUJA ESPINAL PUNCION LUMBAR P.SPROTTE 27G X 35MM;FAMILIA;OES;4;1;AGUJA ESPINAL PUNCION LUMBAR P.SPROTTE 27G X 35MM;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 20GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNTA LAPIZ 20GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;1;2025-01;2025-12;2025-12
AGUJA ESPINAL PUNTA LAPIZ 21GX3.1/2;FAMILIA;DRO;4;5;AGUJA ESPINAL PUNTA LAPIZ 21GX3.1/2;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
AGUJA ESPINAL PUNTA LAPIZ 21GX3.1/2;FAMILIA;IPR;4;5;AGUJA ESPINAL PUNTA LAPIZ 21GX3.1/2;SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
AGUJA ESPINAL PUNTA LAPIZ 21GX3.1/2;FAMILIA;IPU;4;5;AGUJA ESPINAL PUNTA LAPIZ 21GX3.1/2;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;13;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 22GX3.1/2""";FAMILIA;DRO;4;5;"AGUJA ESPINAL PUNTA LAPIZ 22GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 22GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNTA LAPIZ 22GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 22GX3.1/2""";FAMILIA;OES;4;5;"AGUJA ESPINAL PUNTA LAPIZ 22GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 23GX3.1/2""";FAMILIA;DRO;4;5;"AGUJA ESPINAL PUNTA LAPIZ 23GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 23GX3.1/2""";FAMILIA;IPR;4;5;"AGUJA ESPINAL PUNTA LAPIZ 23GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;15;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 23GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNTA LAPIZ 23GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;16;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 24GX3.1/2""";FAMILIA;IPR;4;5;"AGUJA ESPINAL PUNTA LAPIZ 24GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;9;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 25GX3.1/2""";FAMILIA;DPM;4;5;"AGUJA ESPINAL PUNTA LAPIZ 25GX3.1/2""";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;23;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 25GX3.1/2"" WHITACRE";FAMILIA;DPM;4;1;"AGUJA ESPINAL PUNTA LAPIZ 25GX3.1/2"" WHITACRE";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 25GX3.1/2"" WHITACRE";FAMILIA;DRO;4;1;"AGUJA ESPINAL PUNTA LAPIZ 25GX3.1/2"" WHITACRE";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;7;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 26GX3.1/2""";FAMILIA;IPU;4;5;"AGUJA ESPINAL PUNTA LAPIZ 26GX3.1/2""";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;4;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 27GX3.1/2"" WHITACRE";FAMILIA;DPM;4;1;"AGUJA ESPINAL PUNTA LAPIZ 27GX3.1/2"" WHITACRE";SM4_DRO_DPM;NO ELEGIBLE;pos_12 < 2;1;11;0,083333;11;2025-01;2025-12;2025-12
"AGUJA ESPINAL PUNTA LAPIZ 27GX3.1/2"" WHITACRE";FAMILIA;IPU;4;1;"AGUJA ESPINAL PUNTA LAPIZ 27GX3.1/2"" WHITACRE";SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;19;2025-01;2025-12;2025-12
AGUJA ESTERIL P/ACUPUNTURA 0.30MM X 25MM;FAMILIA;OES;4;4;AGUJA ESTERIL P/ACUPUNTURA 0.30MM X 25MM;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;21;2025-01;2025-12;2025-12
AGUJA HUBER 19G X 17MM POLY-PORT;FAMILIA;IPU;4;1;AGUJA HUBER 19G X 17MM POLY-PORT;SM1_IPU_OES;NO ELEGIBLE;pos_12 < 2;0;12;0,000000;12;2025-01;2025-12;2025-12
